"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"421","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","LOVE the color, but puffs a little on the sides","Ashley","Bought these on Prime Day. Compared to other notable athletic brands, i think these are high quality for the price. The pictures aren't great to show the fit, but i wanted to show how vibrant the pink is. I LOOOOVE the color. I bought two different pairs both pink, but different shades of pink. This is the ""Bright Pink"" color. The other pair was ""Rose Red"". As some have mentioned, the waistband is pretty tight fitting. I dont mind it, but when I'm just wearing the shorts and my sports bra, it definitely cinches in at my waist, with just the slightest bit of skin bulging over. (the worlds tiniest muffin top) It doesn't bother me enough to not wear them. The other thing that makes the fit a little weird, is that while the waist is tight, the built in briefs are pretty dang loose. And i am not a pancake booty. I have some buns, and the briefs are loose on me. It causes the material where the shorts meet the waistband to give just a little puff thats not the most flattering. I'd rather it lay flatter than poofing out. Anyway, this could all be different with one size up. I'm 5'4"" 127lbs and bought size small. Maybe a medium would eliminate the issues, but c'est la vie. BUY THEM!","Reviewed in the United States on 2 August 2023","4.3 out of 5 stars","Verified Purchase"
"422","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Es un buen producto","Ashley","Si , está correcto","Reviewed in the United States on 7 February 2024","4.0 out of 5 stars","Verified Purchase"
"423","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Bulky and sizing runs large","beatriz ventura","Nice shorts but they aren’t as  well fitting as other brands. If not sure between two sizes, I would choose the smaller oneMaterial and color good.","Reviewed in the United States on 14 December 2023","4.0 out of 5 stars","Verified Purchase"
"424","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Fave shorts of my Lululemon - loving teen","Speedie Reefdancer","Not Lululemon, but excellent substitute. We ordered several colors. She wears them nearly daily. Holding up very well in laundry.","Reviewed in the United States on 25 January 2024","5.0 out of 5 stars","Verified Purchase"
"425","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Great fit","Mandy","Love these shorts.","Reviewed in the United States on 3 February 2024","4.0 out of 5 stars","Verified Purchase"
"426","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Runs big","jamie brown","These are really cute and not see through. I am a true medium but these were kind of big for me and i wish I had sized down!!","Reviewed in the United States on 2 December 2023","5.0 out of 5 stars","Verified Purchase"
"427","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","So cute!","Marley","I’ve ordered several pieces from The Gym People. It’s great quality and super cute! Great Lulu dupes!","Reviewed in the United States on 19 January 2024","5.0 out of 5 stars","Verified Purchase"
"428","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Just like Lulu","Traci Kinunen","My daughter wears these all the time and they are exactly like her Lululemon pair. Loves them!","Reviewed in the United States on 19 January 2024","4.0 out of 5 stars","Verified Purchase"
"429","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Size","Katie Lawlor","Very cute & good quality. The fit, the waste is too tight. I’ve never bought anything that fits my hips but not my waste. It’s as if it has this compression effect but it’s too much.","Reviewed in the United States on 27 February 2024","5.0 out of 5 stars","Verified Purchase"
"430","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","As advertised","Amazon Customer","These shorts have been good quality. I’ve worn them several times and they wash and dry well. The length is represented well in the model photo. They do have the mesh underwear lining you typically find in athletic shorts. I am 5’4 130 pounds and I got size small which is what I usually wear and they fit well. The waist band is about 3inches thick and comes up to my belly button. I like high rise shorts but if you don’t you may not like these","Reviewed in the United States on 2 October 2023","5.0 out of 5 stars","Verified Purchase"
"431","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Shorter than expected","Leah Steinke","Very comfy and good for working out or just everyday wear, much shorter than I expected them to be though","Reviewed in the United States on 22 November 2023","4.3 out of 5 stars","Verified Purchase"
"432","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Look great & my daughter loves them","Lyn","These looked great on my 10 year old daughter. She loves that they have the shorts under the butterfly material.","Reviewed in the United States on 21 November 2023","4.0 out of 5 stars","Verified Purchase"
"433","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","See through","Sarah McIntyre","The green color is see through and the underwear is mesh so there’s no coverage at all.I am a 6 in lululemon shorts and got a Medium in these - my hips could barely fit in them. Returning immediately and trying a different brand.","Reviewed in the United States on 13 February 2024","4.0 out of 5 stars","Verified Purchase"
"434","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Waist is tiny","DSuz","I have a small waist and needed to size up two sizes to avoid the over-sinched muffin of skin at the waistline. Super cute tho. I have thicker thighs so I like my shorts to have a flair (and not hug the thigh) and these are flattering in that aspect.","Reviewed in the United States on 21 October 2023","3.0 out of 5 stars","Verified Purchase"
"435","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Close....but not quiete a dupe","Amazonomaly","I am 5'6"", 130lbs, and a pant size 4 or 6. The fabric is not as soft as LuLu (of course) but still acceptable for a cheap version which I would take traveling abroad. As you can see in the picture, there is some puffiness where the flowy part of the short start which is not bad if you wear a shirt that hits that seam. What did it for me and why I am returning them is, the liner is SUPER BAGGY, to the point that I can fit 3 fingers width between the fabric and my leg = what is the point of it?","Reviewed in the United States on 5 September 2023","4.0 out of 5 stars","Verified Purchase"
"436","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","So cute!","Amazonomaly","Cute and affordable!","Reviewed in the United States on 23 January 2024","4.0 out of 5 stars","Verified Purchase"
"437","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Pretty good!","jbl","They’re comfy, I love the bright color. My only little critique is the booty area is a little baggy/long/not super flattering but not enough to deter me from wearing. Very comfortable for long runs!","Reviewed in the United States on 24 October 2023","4.0 out of 5 stars","Verified Purchase"
"438","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","High quality, true to size","LM","I loved these so much I had to write a review.  I first purchased the pink shorts pictured above in medium because some reviewers said that these shorts ran small and since I wouldn't have time to exchange before an upcoming race I couldn't take a chance on them being too small.  They were a little billowy, but I kept them and loved the back pocket, which held my phone securely and the front pocket is great for a hotel key card or credit card.  I have washed and dried them and they seem very well made.  So I had to get another pair.  This time I got a size small, which is what I usually wear in most brands.  I also got a matching top in medium because I don't like to feel constricted.  I am 5-8 and 135 pounds, and athletic build.  I hope this helps people determine their size.  The top is also well made and the perfect length for me.  At 58 years old, I kind of like my crop tops a little longer.  ; )","Reviewed in the United States on 10 September 2023","5.0 out of 5 stars","Verified Purchase"
"439","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Functional and nice but…","C. Witt","Wife purchased this because she is a runner and likes to be comfortable while she runs. It has a zippered pocket in the back to store essentials and the backside is a bit longer to cover her ample derrière. But… she says the back is maybe a bit too long. Noticeably longer than the front. I asked if it’s because her legs are short. So I am getting comfortable on the couch as I write this review. Sometimes our reviews just shouldn’t be too honest.","Reviewed in the United States on 31 August 2023","4.0 out of 5 stars","Verified Purchase"
"440","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Great Lululemon dupe","C. Witt","Love these and great dupe to a MUCH higher cost brand. They hold up great to wear and washing. No fading of color and this is my most worn pair. Comfortable for workouts and lounging.","Reviewed in the United States on 22 December 2023","5.0 out of 5 stars","Verified Purchase"
"441","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Well made","Honest opinion","They feel like comfortable well made shorts, like all their products that I’ve purchased, my only problem is that they’re a little too short for my liking.I’m 5’3” 143 lbs. Purchased a medium which were a perfect fit, I just wish they were a bit longer because of my age.  If I was a few years younger I’d love the length.Haven’t decided if I’m going to return them, and it certainly wouldn’t be because of any defects.Really love the zippered section, great for storage while jogging, working out etc.","Reviewed in the United States on 5 August 2023","4.3 out of 5 stars","Verified Purchase"
