"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"1895","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","i love it pay attention to size   size up at least","ka","the media could not be loaded                                                                                    i am  and lb  i am very picky so i figured out for myself if i dont want camel toe i need size up  they are stretchy and  material still think  good thing because they are not see through i ordered medium and i think it fit me good   i got so many comments everyone thinks its some expensive brand and i smile and send the link because its a good quality and not expensive at all  just make sure order at least  imo will fit better and more comfortable  size up  if you want to tight  some things up you know  its perfect you will look skinnier you can mark my words good outfit and sexy  make sure pick right size for you we all different but i personally think it will make any body type  look better they did good job with material",2023-06-21,5,"verified purchase"
"1896","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","set","ka","das set hat eine gute farbkombination die farben kommen wir auf den bilder  sind krftig das set hat einen gute passform liegt gut an strt nicht kratzt nicht das preis  leistung verhltnis ist gut klare kaufempf",2023-10-14,5,"verified purchase"
"1897","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","oltre le aspettative","peter r","tessuto ottimo e traspirante anche abbastanza pesante per ora che arriva linverno e ci si vuole allenare outdoor unica pecca forse che non si pu differenziare la taglia sopra dal sotto ho preso una l perch alta cm ma non sono abbondante di torace e seno ma comunque il top fascia bene e regge abbastanza bene anche se largo la giacchetta  super comoda e il pantalone per nulla trasparente",2023-09-21,5,"verified purchase"
"1898","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets"," pices non coordonnes","alessia","le produit a le pantalon qui vas correctement la braciere fait  fois ma poitrine mdr et la veste mes bras rentre pas dedans pour un ensemble j ai que le pantalon",2022-12-20,5,"verified purchase"
"1899","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","scomodo","alessia","restituitodurante lallenamento le fasce dietro si spostavano verso il collo rendendo scomodo il top gli shorts invece con i movimenti da mezza gamba arrivavano quasi zona inguineho trovato il prodotto scomodo perch ho passato tanto tempo a sistemarlo",2023-10-29,5,"verified purchase"
"1900","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","too transparent","pawlak hlna","nice thick and stretchy material i got a size l the top part is completely fine although the bra did make my rib cage look a bit puffy it wasnt transparent and was very useable the leggings on the other hand still have nice material but it was way too easy to see my underwear and therefore i will not be wearing this set to the gym",2023-09-05,5,"verified purchase"
"1901","leggings depot women's casual long pajama lounge pants drawstring sleepwear regular & plus size",NA,"m","worth the purchase just lovely to wear",2020-05-08,4,"verified purchase"
"1902","leggings depot women's casual long pajama lounge pants drawstring sleepwear regular & plus size",NA,"joy garlick","would definitely recommend  so comfortable  i also bought in black",2019-10-26,5,"verified purchase"
"1903","leggings depot women's casual long pajama lounge pants drawstring sleepwear regular & plus size",NA,"m","love the great range of colours  designs in these leggingsleggings are warm  very comfortablelegging do not constrict body movementideal for yoga  gym etc",2020-05-08,3,"verified purchase"
"1904","leggings depot women's casual long pajama lounge pants drawstring sleepwear regular & plus size",NA,"nicola","i now have a number of these pants as they are so comfortable and a nice colour range  the fabric is soft but not see through and stretchy but stays in shape  the length is long so i had to take them up but as i am petite that is to be expected",2019-05-14,5,"verified purchase"
"1905","leggings depot women's casual long pajama lounge pants drawstring sleepwear regular & plus size",NA,"lyn t","they are very soft and comfortable",2021-01-04,5,"verified purchase"
"1906","leggings depot women's casual long pajama lounge pants drawstring sleepwear regular & plus size",NA,"pamela","really good quality better than i expected nice fabric and nice pattern will be buying multiple different colours ",2024-02-07,5,"verified purchase"
"1907","leggings depot women's casual long pajama lounge pants drawstring sleepwear regular & plus size",NA,"jennifer h","these are fabulous for around the house i also wear them to bed they wash beautifully",2023-12-07,5,"verified purchase"
"1908","leggings depot women's casual long pajama lounge pants drawstring sleepwear regular & plus size",NA,"constance","they are amazing soft stretchy  would buy again im pretty tall too cm and they are perfect on my leg length and not too low in the waistexceeded expectations",2021-06-02,5,"verified purchase"
"1909","leggings depot women's casual long pajama lounge pants drawstring sleepwear regular & plus size",NA,"jan dickson","very soft material and stretchable too",2023-01-05,5,"verified purchase"
"1910","leggings depot women's casual long pajama lounge pants drawstring sleepwear regular & plus size",NA,"jqualin","these leggings are superb  they are such wonderful value for the price",2020-11-03,5,"verified purchase"
"1911","leggings depot women's casual long pajama lounge pants drawstring sleepwear regular & plus size","my favorite leggings ever","m","the xl isnt big but is comfortable on me and now own  different pairs i am a au size ",2020-05-08,4,"verified purchase"
"1912","leggings depot women's casual long pajama lounge pants drawstring sleepwear regular & plus size","see through","joy garlick","so comfortable perfect fit great quality value for money",2019-10-26,5,"verified purchase"
"1913","leggings depot women's casual long pajama lounge pants drawstring sleepwear regular & plus size","super soft and nice length","adelaide","they look good but the sizing is way too small",2021-05-16,3,"verified purchase"
